---
Low voltage
---
Time,AI,AV
0.043021827936172485,-1.138531047217839e-09,0.0
0.08747626096010208,3.74381414758318e-10,0.05000000074505806
0.13198406994342804,2.018851752438877e-09,0.10000000149011612
0.1764775663614273,4.933360386871755e-09,0.15000000596046448
0.22096441686153412,9.806064404926929e-09,0.20000000298023224
0.2654455304145813,1.1835162183615466e-08,0.25
0.30993616580963135,1.6859832641102912e-08,0.30000001192092896
0.3544258773326874,1.4936999193082556e-08,0.3499999940395355
0.39893367886543274,1.511410196997076e-08,0.4000000059604645
0.4433995485305786,1.7993293965901103e-08,0.44999998807907104
0.4878949522972107,2.3240609436925297e-08,0.5
0.5323694348335266,2.525452735824274e-08,0.550000011920929
0.5768495798110962,3.009703419820653e-08,0.6000000238418579
0.621337354183197,3.445377316779741e-08,0.6499999761581421
0.6658308506011963,4.4427217460452084e-08,0.699999988079071
0.7103167772293091,4.92545453312232e-08,0.75
0.7547749876976013,6.052336942730108e-08,0.800000011920929
0.7992684841156006,6.569478472329138e-08,0.8500000238418579
0.8437515497207642,2.00265185412718e-05,0.8999999761581421
0.868451714515686,3.5000699426745996e-05,0.949999988079071
0.8934187889099121,3.500073216855526e-05,1.0
0.9183591604232788,3.50020854966715e-05,1.0499999523162842
0.9433224201202393,3.5000950447283685e-05,1.100000023841858
0.9682914018630981,3.500050297589041e-05,1.149999976158142
0.9932346343994141,3.50047012034338e-05,1.2000000476837158
1.018208384513855,3.5000826756004244e-05,1.25
1.0431573390960693,3.500081584206782e-05,1.2999999523162842
1.0681196451187134,3.5000874049728736e-05,1.350000023841858
1.0930790901184082,3.500084494589828e-05,1.399999976158142
1.1180413961410522,3.500088132568635e-05,1.4500000476837158
1.1430094242095947,3.500088496366516e-05,1.5
1.1679564714431763,3.500088496366516e-05,1.5499999523162842
1.1929073333740234,3.5000899515580386e-05,1.600000023841858
1.2178581953048706,3.5000899515580386e-05,1.649999976158142
1.2428195476531982,3.500091770547442e-05,1.7000000476837158
1.2677571773529053,3.500088132568635e-05,1.75
1.292707085609436,3.500084130791947e-05,1.7999999523162842
1.3176589012145996,3.500085949781351e-05,1.850000023841858
1.3425973653793335,3.5000863135792315e-05,1.899999976158142
1.3675358295440674,3.500090315355919e-05,1.9500000476837158
1.3924857378005981,3.500088496366516e-05,2.0
1.4174470901489258,3.500088132568635e-05,2.049999952316284
1.4423846006393433,3.500087041174993e-05,2.0999999046325684
1.4673373699188232,3.500087041174993e-05,2.1500000953674316
1.4922767877578735,3.5000874049728736e-05,2.200000047683716
1.517235279083252,3.500084130791947e-05,2.25
1.5421842336654663,3.500084130791947e-05,2.299999952316284
1.5671228170394897,3.500084130791947e-05,2.3499999046325684
1.5920727252960205,3.500084130791947e-05,2.4000000953674316
1.6170226335525513,3.5000826756004244e-05,2.450000047683716
1.641988754272461,3.500081584206782e-05,2.5
1.6669281721115112,3.500084494589828e-05,2.549999952316284
1.6918885707855225,3.5000812204089016e-05,2.5999999046325684
1.7168394327163696,3.500084858387709e-05,2.6500000953674316
1.7417798042297363,3.5000786738237366e-05,2.700000047683716
1.7667211294174194,3.5000786738237366e-05,2.75
1.7916624546051025,3.500084130791947e-05,2.799999952316284
1.8166142702102661,3.500082311802544e-05,2.8499999046325684
1.8415660858154297,3.500081584206782e-05,2.9000000953674316
1.866526484489441,3.500087041174993e-05,2.950000047683716
1.8914639949798584,3.500083403196186e-05,3.0
1.9164243936538696,3.500084130791947e-05,3.049999952316284
1.9413743019104004,3.500080856611021e-05,3.0999999046325684
1.966315746307373,3.500084130791947e-05,3.1500000953674316
1.9912666082382202,3.5000801290152594e-05,3.200000047683716
2.016216516494751,3.500079401419498e-05,3.25
2.041179656982422,3.500084858387709e-05,3.299999952316284
2.0661163330078125,3.500079765217379e-05,3.3499999046325684
2.091078519821167,3.500080856611021e-05,3.4000000953674316
2.1160295009613037,3.500084858387709e-05,3.450000047683716
2.140974760055542,3.500081584206782e-05,3.5
2.1659131050109863,3.500079401419498e-05,3.549999952316284
2.190854549407959,3.5000812204089016e-05,3.5999999046325684
2.215808153152466,3.5000826756004244e-05,3.6500000953674316
2.2407610416412354,3.50008558598347e-05,3.700000047683716
2.2657241821289062,3.500083403196186e-05,3.75
2.2906618118286133,3.5000775824300945e-05,3.799999952316284
2.315624952316284,3.5000801290152594e-05,3.8499999046325684
2.340580701828003,3.500084130791947e-05,3.9000000953674316
2.3655238151550293,3.500080856611021e-05,3.950000047683716
2.390474796295166,3.500080856611021e-05,4.0
2.4154255390167236,3.500079401419498e-05,4.050000190734863
2.4403860569000244,3.5000786738237366e-05,4.099999904632568
2.4653244018554688,3.500079401419498e-05,4.150000095367432
2.4902896881103516,3.500079401419498e-05,4.199999809265137
2.515240430831909,3.500084858387709e-05,4.25
2.540178060531616,3.5000775824300945e-05,4.300000190734863
2.565119504928589,3.500078310025856e-05,4.349999904632568
2.5900588035583496,3.500079765217379e-05,4.400000095367432
2.61500883102417,3.5000801290152594e-05,4.449999809265137
2.6399595737457275,3.500079765217379e-05,4.5
2.6649248600006104,3.5000775824300945e-05,4.550000190734863
2.6898651123046875,3.500078310025856e-05,4.599999904632568
2.7148284912109375,3.5000775824300945e-05,4.650000095367432
2.7397782802581787,3.50007539964281e-05,4.699999809265137
2.764718770980835,3.500078310025856e-05,4.75
2.789670467376709,3.500079765217379e-05,4.800000190734863
2.8146233558654785,3.500079401419498e-05,4.849999904632568
2.8395845890045166,3.500076854834333e-05,4.900000095367432
2.864525079727173,3.500080856611021e-05,4.949999809265137
2.8894872665405273,3.5000801290152594e-05,5.0

