---
Instantly set
---
Time,BI,BV,AI,AV
0.043035175651311874,2.3126465009681851e-07,0,-2.3264269088940637e-07,0.0
0.06753519922494888,-1.9971043002442457e-05,0,1.996883293031715e-05,0.05000000074505806
0.09253562986850739,-1.9971026631537825e-05,0,1.996804348891601e-05,0.10000000149011612
0.11750556528568268,-1.9971026631537825e-05,0,1.9967461412306875e-05,0.15000000596046448
0.14249646663665771,-1.9971001165686175e-05,0,1.996728497033473e-05,0.20000000298023224
0.16745972633361816,-1.9971032088506036e-05,0,1.996689934458118e-05,0.25
0.19240297377109528,-1.9970995708717965e-05,0,1.996677201532293e-05,0.30000001192092896
0.21737386286258698,-1.9971017536590807e-05,0,1.9966695617767982e-05,0.3499999940395355
0.24233807623386383,-1.997097206185572e-05,0,1.9966752006439492e-05,0.4000000059604645
0.2673203945159912,-1.9970981156802736e-05,0,1.996657192648854e-05,0.44999998807907104
0.29228460788726807,-1.9970961147919297e-05,0,1.9966708350693807e-05,0.5
0.31725072860717773,-1.9970990251749754e-05,0,1.996641731238924e-05,0.550000011920929
0.3422187566757202,-1.997094659600407e-05,0,1.9966615582234226e-05,0.6000000238418579
0.36716389656066895,-1.9970975699834526e-05,0,1.996648461499717e-05,0.6499999761581421
0.3921471834182739,-1.997097206185572e-05,0,1.9966575564467348e-05,0.699999988079071
0.4171123504638672,-1.997091567318421e-05,0,1.9966288164141588e-05,0.75
0.44210514426231384,-1.997090112126898e-05,0,1.996646824409254e-05,0.800000011920929
0.4670541286468506,-1.9970910216215998e-05,0,1.9966251784353517e-05,0.8500000238418579
0.49202024936676025,-1.997087565541733e-05,0,1.9966331819887273e-05,0.8999999761581421
0.5169873237609863,-1.997093204408884e-05,0,1.996620630961843e-05,0.949999988079071
0.5419515371322632,-1.9970846551586874e-05,0,1.9966364561696537e-05,1.0
0.5669310092926025,-1.997088111238554e-05,0,1.9966266336268745e-05,1.0499999523162842
0.5918914079666138,-1.997087019844912e-05,0,1.9966393665526994e-05,1.100000023841858
0.616879403591156,-1.9970866560470313e-05,0,1.9966189938713796e-05,1.149999976158142
0.6418370008468628,-1.9970841094618663e-05,0,1.996647915802896e-05,1.2000000476837158
0.6667792797088623,-1.997082472371403e-05,0,1.996617174881976e-05,1.25
0.6917606592178345,-1.9970810171798803e-05,0,1.9966359104728326e-05,1.2999999523162842
0.7167248725891113,-1.9970846551586874e-05,0,1.996616083488334e-05,1.350000023841858
0.7417023777961731,-1.9970775611000136e-05,0,1.996640276047401e-05,1.399999976158142
0.7666618824005127,-1.9970801076851785e-05,0,1.996617174881976e-05,1.4500000476837158
0.7916412949562073,-1.9970801076851785e-05,0,1.9966413674410433e-05,1.5
0.8166179060935974,-1.9970784705947153e-05,0,1.99660898942966e-05,1.5499999523162842
0.8415735363960266,-1.9970784705947153e-05,0,1.9966368199675344e-05,1.600000023841858
0.8665568232536316,-1.9970784705947153e-05,0,1.996606806642376e-05,1.649999976158142
0.891510546207428,-1.9970775611000136e-05,0,1.99663463718025e-05,1.7000000476837158
0.916498601436615,-1.9970781067968346e-05,0,1.99660898942966e-05,1.75
0.9414580464363098,-1.9970770154031925e-05,0,1.9966317267972045e-05,1.7999999523162842
0.9663993716239929,-1.9970784705947153e-05,0,1.996610990318004e-05,1.850000023841858
0.991366446018219,-1.9970739231212065e-05,0,1.9966424588346854e-05,1.899999976158142
1.016326904296875,-1.9970781067968346e-05,0,1.9966139007010497e-05,1.9500000476837158
1.0413073301315308,-1.9970730136265047e-05,0,1.9966379113611765e-05,2.0
1.0662620067596436,-1.9970719222328626e-05,0,1.996606806642376e-05,2.049999952316284
1.0912367105484009,-1.9970679204561748e-05,0,1.9966271793236956e-05,2.0999999046325684
1.11619234085083,-1.997066465264652e-05,0,1.9966075342381373e-05,2.1500000953674316
1.1411298513412476,-1.997066465264652e-05,0,1.99662426894065e-05,2.200000047683716
1.166109323501587,-1.9970704670413397e-05,0,1.996622268052306e-05,2.25
1.1910697221755981,-1.997067010961473e-05,0,1.99662426894065e-05,2.299999952316284
1.2160463333129883,-1.997067556658294e-05,0,1.996618084376678e-05,2.3499999046325684
1.2410019636154175,-1.9970661014667712e-05,0,1.996618630073499e-05,2.4000000953674316
1.2659623622894287,-1.997063918679487e-05,0,1.99662426894065e-05,2.450000047683716
1.2909265756607056,-1.9970610082964413e-05,0,1.9966226318501867e-05,2.5
1.3158621788024902,-1.997061917791143e-05,0,1.9966311811003834e-05,2.549999952316284
1.3408416509628296,-1.997062827285845e-05,0,1.9966038962593302e-05,2.5999999046325684
1.36580491065979,-1.997059916902799e-05,0,1.996621722355485e-05,2.6500000953674316
1.3907824754714966,-1.997061372094322e-05,0,1.9965988030890003e-05,2.700000047683716
1.4157342910766602,-1.997059916902799e-05,0,1.99662426894065e-05,2.75
1.4407061338424683,-1.9970570065197535e-05,0,1.9965958927059546e-05,2.799999952316284
1.465672254562378,-1.9970590074080974e-05,0,1.996621722355485e-05,2.8499999046325684
1.4906097650527954,-1.997059371205978e-05,0,1.9965968022006564e-05,2.9000000953674316
1.5155854225158691,-1.9970570065197535e-05,0,1.9966226318501867e-05,2.950000047683716
1.5405467748641968,-1.997056278923992e-05,0,1.9965926185250282e-05,3.0
1.5655481815338135,-1.9970604625996202e-05,0,1.9966209947597235e-05,3.049999952316284
1.5905038118362427,-1.9970575522165745e-05,0,1.9965988030890003e-05,3.0999999046325684
1.6154613494873047,-1.997059916902799e-05,0,1.9966311811003834e-05,3.1500000953674316
1.6404274702072144,-1.997054278035648e-05,0,1.9965953470091335e-05,3.200000047683716
1.6654107570648193,-1.9970575522165745e-05,0,1.9966226318501867e-05,3.25
1.690391182899475,-1.9970539142377675e-05,0,1.996586797758937e-05,3.299999952316284
1.7153611183166504,-1.9970584617112763e-05,0,1.996615537791513e-05,3.3499999046325684
1.7403299808502197,-1.9970548237324692e-05,0,1.9965993487858213e-05,3.4000000953674316
1.7653170824050903,-1.9970575522165745e-05,0,1.996608443732839e-05,3.450000047683716
1.7902547121047974,-1.9970533685409464e-05,0,1.9965988030890003e-05,3.5
1.815255045890808,-1.9970575522165745e-05,0,1.9966044419561513e-05,3.549999952316284
1.8402297496795654,-1.997054278035648e-05,0,1.9966195395682007e-05,3.5999999046325684
1.8652311563491821,-1.9970553694292903e-05,0,1.9965982573921792e-05,3.6500000953674316
1.89021635055542,-1.9970579160144553e-05,0,1.9966209947597235e-05,3.700000047683716
1.9151567220687866,-1.9970575522165745e-05,0,1.996599712583702e-05,3.75
1.940131425857544,-1.997054278035648e-05,0,1.9966297259088606e-05,3.799999952316284
1.965114712715149,-1.9970579160144553e-05,0,1.996610444621183e-05,3.8499999046325684
1.9900846481323242,-1.997055733227171e-05,0,1.9966246327385306e-05,3.9000000953674316
2.015043258666992,-1.997056278923992e-05,0,1.996613536903169e-05,3.950000047683716
2.0400197505950928,-1.9970584617112763e-05,0,1.9966251784353517e-05,4.0
2.0649867057800293,-1.9970575522165745e-05,0,1.9965993487858213e-05,4.050000190734863
2.0899720191955566,-1.9970579160144553e-05,0,1.996616083488334e-05,4.099999904632568
2.114947557449341,-1.9970528228441253e-05,0,1.9965958927059546e-05,4.150000095367432
2.1399242877960205,-1.997055733227171e-05,0,1.996605351450853e-05,4.199999809265137
2.164889335632324,-1.9970539142377675e-05,0,1.9965988030890003e-05,4.25
2.189870834350586,-1.997056278923992e-05,0,1.9965958927059546e-05,4.300000190734863
2.214830160140991,-1.997054278035648e-05,0,1.9966151739936322e-05,4.349999904632568
2.2398269176483154,-1.997056278923992e-05,0,1.9966075342381373e-05,4.400000095367432
2.2647767066955566,-1.9970548237324692e-05,0,1.99662426894065e-05,4.449999809265137
2.2897791862487793,-1.9970548237324692e-05,0,1.9965911633335054e-05,4.5
2.314758539199829,-1.9970553694292903e-05,0,1.9966209947597235e-05,4.550000190734863
2.3397200107574463,-1.997055733227171e-05,0,1.9966044419561513e-05,4.599999904632568
2.364718437194824,-1.9970553694292903e-05,0,1.996621722355485e-05,4.650000095367432
2.3896989822387695,-1.9970548237324692e-05,0,1.996612445509527e-05,4.699999809265137
2.414703130722046,-1.997054278035648e-05,0,1.9965897081419826e-05,4.75
2.43967866897583,-1.9970533685409464e-05,0,1.9966288164141588e-05,4.800000190734863
2.464634418487549,-1.9970513676526025e-05,0,1.9966015315731056e-05,4.849999904632568
2.489630937576294,-1.9970548237324692e-05,0,1.996623723243829e-05,4.900000095367432
2.514613389968872,-1.9970528228441253e-05,0,1.9966151739936322e-05,4.949999809265137
2.539592742919922,-1.997054278035648e-05,0,1.9966064428444952e-05,5.0
