---
This cell is not working
---
Time,AI,AV
0.04298084229230881,-2.796313651742821e-07,0.0
0.08849995583295822,-1.3947899788036011e-05,-0.02500000037252903
0.13296963274478912,-2.753678199951537e-05,-0.05000000074505806
0.17744313180446625,-4.1161561966873705e-05,-0.07500000298023224
0.2219204306602478,-5.4766624089097604e-05,-0.10000000149011612
0.2663901150226593,-6.85486666043289e-05,-0.125
0.3098551630973816,-8.196360431611538e-05,-0.15000000596046448
0.3533106744289398,-9.412806684849784e-05,-0.17499999701976776
0.3967595100402832,-0.00010740294237621129,-0.20000000298023224
0.4402160048484802,-0.00012109041563235223,-0.22499999403953552
0.4836800992488861,-0.00013624531857203692,-0.25
0.5271279811859131,-0.00014944837312214077,-0.2750000059604645
0.5705844759941101,-0.00016322282317560166,-0.30000001192092896
0.6140332818031311,-0.00017454336921218783,-0.32499998807907104
0.6574831008911133,-0.00017559259140398353,-0.3499999940395355
0.700945258140564,-0.00018150467076338828,-0.375
0.7443750500679016,-0.0001741084997775033,-0.4000000059604645
0.7878286838531494,-6.651999137829989e-05,-0.42500001192092896
0.8322849869728088,-2.7025062081520446e-05,-0.44999998807907104
0.8767594695091248,-2.600971311039757e-05,-0.4749999940395355
0.921222448348999,-2.0735767975565977e-05,-0.5
0.9656778573989868,-3.2645377359585837e-05,-0.5249999761581421
1.0101590156555176,-1.5027972040115856e-05,-0.550000011920929
1.0546257495880127,-2.8782202207366936e-05,-0.574999988079071
1.0980794429779053,-2.2120748326415196e-05,-0.6000000238418579
1.14255952835083,-2.5679522877908312e-05,-0.625
1.1870216131210327,-2.475620203767903e-05,-0.6499999761581421
1.231477975845337,-2.9941662432975136e-05,-0.675000011920929
1.275954246520996,-3.100150570389815e-05,-0.699999988079071
1.3204210996627808,-2.9033511964371428e-05,-0.7250000238418579
1.3648746013641357,-3.331637708470225e-05,-0.75
1.4093443155288696,-3.6279496271163225e-05,-0.7749999761581421
1.453813910484314,-3.994749204139225e-05,-0.800000011920929
1.4982664585113525,-6.85203485772945e-05,-0.824999988079071
1.5427285432815552,-8.069340401561931e-05,-0.8500000238418579
1.5871953964233398,-4.344053377280943e-05,-0.875
1.631681203842163,-4.8202258767560124e-05,-0.8999999761581421
1.6761432886123657,-5.948435136815533e-05,-0.925000011920929
1.720604419708252,-5.348479680833407e-05,-0.949999988079071
1.7640408277511597,-0.0001145316127804108,-0.9750000238418579
1.8074982166290283,-0.00012246225378476083,-1.0
1.8509337902069092,-0.00014315756561700255,-1.024999976158142
1.8943692445755005,-0.0001594365166965872,-1.0499999523162842
1.9378437995910645,-9.188347758026794e-05,-1.0750000476837158
1.9813232421875,-0.000100138240668457,-1.100000023841858
2.0247719287872314,-9.815608063945547e-05,-1.125
2.0682332515716553,-0.00015341925609391183,-1.149999976158142
2.111685037612915,-0.0001482879015384242,-1.1749999523162842
2.1551337242126465,-0.00014735852892044932,-1.2000000476837158
2.1986026763916016,-0.00016148338909260929,-1.225000023841858
2.242063045501709,-0.00019166422134730965,-1.25
2.285491704940796,-0.00021025956084486097,-1.274999976158142
2.328958749771118,-0.0001767247449606657,-1.2999999523162842
2.37241530418396,-0.00020159166888333857,-1.3250000476837158
2.415895462036133,-0.00021190292318351567,-1.350000023841858
2.459367275238037,-0.0002589957439340651,-1.375
2.5028457641601562,-0.00023781301570124924,-1.399999976158142
2.5462992191314697,-0.00023322524793911725,-1.4249999523162842
2.5897557735443115,-0.00021987453510519117,-1.4500000476837158
2.633194923400879,-0.00023831766156945378,-1.475000023841858
2.6766200065612793,-0.00024154067796189338,-1.5
2.720073699951172,-0.00017033937911037356,-1.524999976158142
2.763521671295166,-0.00016573794709984213,-1.5499999523162842
2.8069779872894287,-0.00016455573495477438,-1.5750000476837158
2.8504326343536377,-0.00015462776354979724,-1.600000023841858
2.893899440765381,-0.0001662046561250463,-1.625
2.9373741149902344,-0.00015289288421627134,-1.649999976158142
2.980818271636963,-0.0001539901422802359,-1.6749999523162842
3.0242440700531006,-0.0001684967865003273,-1.7000000476837158
3.0676920413970947,-0.00015595358854625374,-1.725000023841858
3.111165761947632,-0.0001402541238348931,-1.75
3.154613494873047,-0.00015063058526720852,-1.774999976158142
3.1980576515197754,-0.00015320890815928578,-1.7999999523162842
3.241506576538086,-0.00015634849842172116,-1.8250000476837158
3.2849552631378174,-0.00016522571968380362,-1.850000023841858
3.32843279838562,-0.00014010748418513685,-1.875
3.371898889541626,-0.00013846410729456693,-1.899999976158142
3.415365695953369,-0.00015366298612207174,-1.9249999523162842
3.4588069915771484,-0.0001378330634906888,-1.9500000476837158
3.502305507659912,-0.00013435214350465685,-1.975000023841858
3.5457770824432373,-0.0001361194154014811,-2.0
3.5892269611358643,-0.00013907140237279236,-2.0250000953674316
3.63267183303833,-0.00014507297601085156,-2.049999952316284
3.676115036010742,-0.00015035097021609545,-2.075000047683716
3.719583034515381,-0.0001432551653124392,-2.0999999046325684
3.7630221843719482,-0.00015021646686363965,-2.125
3.8064730167388916,-0.0001321803720202297,-2.1500000953674316
3.849940061569214,-0.00014060251123737544,-2.174999952316284
3.8933963775634766,-0.00015218142652884126,-2.200000047683716
3.936835765838623,-0.00014504921273328364,-2.2249999046325684
3.980301856994629,-0.00014109602489043027,-2.25
4.0237717628479,-0.00014020962407812476,-2.2750000953674316
4.067209243774414,-0.00014433472824748605,-2.299999952316284
4.110657691955566,-0.0001339167938567698,-2.325000047683716
4.154110431671143,-0.00013431675324682146,-2.3499999046325684
4.197549819946289,-0.0001453930453862995,-2.375
4.240993022918701,-0.00014154250675346702,-2.4000000953674316
4.284433364868164,-0.00014684478810522705,-2.424999952316284
4.3278889656066895,-0.00013898291217628866,-2.450000047683716
4.371353626251221,-0.00013495387975126505,-2.4749999046325684
4.414830207824707,-0.0001380444155074656,-2.5
4.458280086517334,-0.0001421235065208748,-2.5250000953674316
4.501767158508301,-0.00014607366756536067,-2.549999952316284
4.545233249664307,-0.00013540188956540078,-2.575000047683716
4.588690280914307,-0.0001332371903117746,-2.5999999046325684
4.63215446472168,-0.0001353937987005338,-2.625
4.6756272315979,-0.0001419687905581668,-2.6500000953674316
4.719113349914551,-0.0001381865149596706,-2.674999952316284
4.762573719024658,-0.00012709553993772715,-2.700000047683716
4.806041240692139,-0.0001319695293204859,-2.7249999046325684
4.849505424499512,-0.00012824336590711027,-2.75
4.892945766448975,-0.00012993882410228252,-2.7750000953674316
4.936382293701172,-0.0001305122277699411,-2.799999952316284
4.979838848114014,-0.00012400651758071035,-2.825000047683716
5.023261070251465,-0.00012016962136840448,-2.8499999046325684
5.06671142578125,-0.00012656612670980394,-2.875
5.110142230987549,-0.00011834574252134189,-2.9000000953674316
5.153575897216797,-0.0001202186758746393,-2.924999952316284
5.1969990730285645,-0.00012162944040028378,-2.950000047683716
5.240440368652344,-0.00011938586976611987,-2.9749999046325684
5.283877849578857,-0.00011669731611618772,-3.0
5.327354431152344,-0.00011234669364057481,-3.0250000953674316
5.370815277099609,-0.00011145421740366146,-3.049999952316284
5.414297580718994,-0.0001029269042192027,-3.075000047683716
5.457736968994141,-0.00010516340262256563,-3.0999999046325684
5.501185894012451,-0.0001022553988150321,-3.125
5.544633865356445,-9.636557660996914e-05,-3.1500000953674316
5.588101387023926,-9.64763094088994e-05,-3.174999952316284
5.631570339202881,-9.161649359157309e-05,-3.200000047683716
5.6750288009643555,-8.658525621285662e-05,-3.2249999046325684
5.7184929847717285,-8.259667811216787e-05,-3.25
5.761935234069824,-8.019836968742311e-05,-3.2750000953674316
5.805400371551514,-8.285152580356225e-05,-3.299999952316284
5.849861145019531,-7.920274219941348e-05,-3.325000047683716
5.894312858581543,-7.696371903875843e-05,-3.3499999046325684
5.938746452331543,-7.470801210729405e-05,-3.375
5.983198642730713,-7.33205015421845e-05,-3.4000000953674316
6.027650356292725,-7.559391087852418e-05,-3.424999952316284
6.072098255157471,-7.462406938429922e-05,-3.450000047683716
6.11655330657959,-7.777326391078532e-05,-3.4749999046325684
6.161015510559082,-8.053412602748722e-05,-3.5
6.205486297607422,-8.155756222549826e-05,-3.5250000953674316
6.248924732208252,-8.427493594354019e-05,-3.549999952316284
6.292388439178467,-8.647603681311011e-05,-3.575000047683716
6.335870742797852,-8.338802581420168e-05,-3.5999999046325684
6.379333019256592,-8.80248480825685e-05,-3.625
6.4228057861328125,-9.073362889466807e-05,-3.6500000953674316
6.466253757476807,-9.623511868994683e-05,-3.674999952316284
6.509714126586914,-9.894085815176368e-05,-3.700000047683716
6.553157806396484,-0.00010033796570496634,-3.7249999046325684
